,score
418,0.9
419,0.0
420,0.9
421,0.1
422,0.0
423,0.1
424,0.0
425,1.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.9
431,0.1
432,1.0
433,0.9
434,0.0
435,0.0
436,0.0
437,0.0
438,0.9
439,0.0
440,0.0
441,0.9
442,0.9
443,0.0
444,0.1
445,0.9
446,0.0
447,1.0
448,0.1
449,0.1
450,0.9
451,0.0
452,0.1
453,0.0
454,1.0
455,0.9
456,0.0
457,0.0
458,0.1
459,1.0
460,0.0
461,1.0
462,0.0
463,1.0
464,1.0
465,0.9
466,0.1
467,0.0
468,1.0
469,0.0
470,0.9
471,0.9
472,0.9
473,0.0
474,0.0
475,0.9
476,1.0
477,0.0
478,0.9
479,0.0
480,0.9
481,0.0
482,0.9
483,0.0
484,1.0
485,0.0
486,0.9
487,1.0
488,0.0
489,0.0
490,0.1
491,0.0
492,1.0
493,1.0
494,0.9
495,0.0
496,0.9
497,0.0
498,0.0
499,0.0
500,1.0
501,0.9
502,0.0
503,0.9
504,0.0
505,0.9
506,1.0
507,1.0
508,0.9
509,0.1
510,0.9
511,0.0
512,1.0
513,0.1
514,0.0
515,0.1
516,0.0
517,0.0
518,1.0
519,0.0
520,1.0
521,0.1
522,0.0
523,1.0
524,0.1
525,1.0
526,0.9
527,0.1
528,1.0
529,0.0
530,0.0
531,0.9
532,1.0
533,0.9
534,0.9
535,0.0
536,0.9
537,1.0
538,0.1
539,0.9
540,0.0
541,0.9
542,0.9
543,0.0
544,0.9
545,0.1
546,0.0
547,0.1
548,0.9
549,1.0
550,0.1
551,0.9
552,0.0
553,0.0
554,0.0
555,0.1
556,0.0
557,0.0
558,0.1
559,0.0
560,0.0
561,0.0
562,0.9
563,0.0
564,0.9
565,0.0
566,0.0
567,0.9
568,0.9
569,0.0
570,0.0
571,0.9
572,0.9
573,0.0
574,0.9
575,0.9
576,0.9
577,0.0
578,0.9
579,0.0
580,0.9
581,0.9
582,0.0
583,1.0
584,0.0
585,0.0
586,0.1
587,1.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.9
593,1.0
594,1.0
595,0.0
596,0.0
597,0.0
598,0.1
599,0.0
600,0.1
